dog_name,gender,breed,birth,colour,borough
Kira,Female,Chihuahua,Jan-02,Brown,Brooklyn
Lady,Female,Chihuahua,Jan-02,Brown,Queens
Lady,Female,Chihuahua,Jan-02,Tan,Bronx
Linda,Female,Chihuahua,Jan-02,White,Brooklyn
Little,Female,Chihuahua,Jan-02,Tan,Queens
Loki,Male,Chihuahua,Jan-02,Brown,Queens
Lola,Female,Chihuahua,Jan-02,Brown,Queens
Lola,Female,Chihuahua,Jan-02,Black,Queens
Lulu,Female,Chihuahua,Jan-02,White,Manhattan
Macie,Female,Chihuahua,Jan-02,Gray,Brooklyn
Mama,Female,Chihuahua,Jan-02,Black,Brooklyn
Marcus,Male,Chihuahua,Jan-02,White,Brooklyn
Max,Male,Chihuahua,Jan-02,Brown,Bronx
Maximo,Male,Chihuahua,Jan-02,White,Brooklyn
Maxmilliam,Male,Chihuahua,Jan-02,Brown,Manhattan
Miles,Male,Chihuahua,Jan-02,Black,Manhattan
Milo,Male,Chihuahua,Jan-02,Blond,Bronx
Milo,Male,Chihuahua,Jan-02,White,Bronx
Milta,Female,Chihuahua,Jan-02,Black,Manhattan
Mini,Female,Chihuahua,Jan-02,Tan,Manhattan
Mini-Me,Male,Chihuahua,Jan-02,Tan,Brooklyn
Minnie,Female,Chihuahua,Jan-02,Black,Manhattan
Missy,Female,Chihuahua,Jan-02,Tan,Manhattan
Montgomery,Male,Chihuahua,Jan-02,Black,Manhattan
Mylo,Male,Chihuahua,Jan-02,Cream,Staten Island
Nachoabreu,Male,Chihuahua,Jan-02,Black,Brooklyn
Oreo,Male,Chihuahua,Jan-02,Black,Queens
Oreo,Male,Chihuahua,Jan-02,White,Bronx
Pablo,Male,Chihuahua,Jan-02,Tan,Brooklyn
Papi,Male,Chihuahua,Jan-02,Brown,Manhattan
Papi,Male,Chihuahua,Jan-02,Tan,Manhattan
Pedro,Male,Chihuahua,Jan-02,Tan,Brooklyn
Pinky,Female,Chihuahua,Jan-02,Tan,Brooklyn
Pooki,Female,Chihuahua,Jan-02,White,Manhattan
Rambo,Male,Chihuahua,Jan-02,Brown,Manhattan
Rocco-Nino,Male,Chihuahua,Jan-02,Tan,Bronx
Rocky,Male,Chihuahua,Jan-02,Tan,Staten Island
Rosebud,Female,Chihuahua,Jan-02,Blond,Bronx
Roxy,Female,Chihuahua,Jan-02,White,Manhattan
Samus,Male,Chihuahua,Jan-02,Black,Bronx
Shaka,Female,Chihuahua,Jan-02,Tan,Queens
Shirley,Female,Chihuahua,Jan-02,Black,Manhattan
Skip,Male,Chihuahua,Jan-02,Tan,Queens
Smoochie,Male,Chihuahua,Jan-02,Tan,Manhattan
Sparky,Male,Chihuahua,Jan-02,White,Manhattan
Stuart,Male,Chihuahua,Jan-02,White,Staten Island
Sugar,Female,Chihuahua,Jan-02,Tan,Manhattan
Taco,Female,Chihuahua,Jan-02,Black,Queens
Tiberius,Male,Chihuahua,Jan-02,Black,Brooklyn
Tiger,Male,Chihuahua,Jan-02,White,Queens
Tinka,Female,Chihuahua,Jan-02,Brown,Manhattan
Tino,Male,Chihuahua,Jan-02,White,Bronx
Tiny,Female,Chihuahua,Jan-02,Black,Brooklyn
Toby,Male,Chihuahua,Jan-02,White,Manhattan
Tony,Male,Chihuahua,Jan-02,White,Manhattan
Toto,Male,Chihuahua,Jan-02,Brown,Queens
Tyler,Male,Chihuahua,Jan-02,Brown,Manhattan
Winnie,Female,Chihuahua,Jan-02,Gray,Brooklyn
Zim,Female,Chihuahua,Jan-02,Tan,Manhattan
Abigail,Female,Chihuahua,Feb-02,Tan,Queens
Brutus-Carlton,Male,Chihuahua,Feb-02,Gray,Manhattan
Cosito,Male,Chihuahua,Feb-02,Brown,Queens
Inu,Female,Chihuahua,Feb-02,White,Manhattan
Nena,Female,Chihuahua,Feb-02,Black,Bronx
Poppy,Female,Chihuahua,Feb-02,White,Manhattan
Spanky,Male,Chihuahua,Feb-02,Black,Brooklyn
Pepper,Male,Chihuahua,Mar-02,Black,Manhattan
Pookie,Male,Chihuahua,Mar-02,Brown,Bronx
Princess,Female,Chihuahua,Mar-02,Brown,Bronx
Daisy,Female,Chihuahua,Apr-02,Brown,Staten Island
Honey,Female,Chihuahua,Apr-02,Tan,Manhattan
Nena,Female,Chihuahua,Apr-02,White,Bronx
Rocky,Male,Chihuahua,Apr-02,Blond,Manhattan
Smike,Male,Chihuahua,Apr-02,Fawn,Manhattan
Twinkle,Male,Chihuahua,Apr-02,Tan,Manhattan
Baby,Female,Chihuahua,May-02,Black,Bronx
Bobby,Male,Chihuahua,May-02,White,Queens
Beans,Male,Chihuahua,Jun-02,Black,Manhattan
Hiedi,Female,Chihuahua,Jun-02,White,Queens
N/A,Female,Chihuahua,Jun-02,Blue,Staten Island
Penny,Female,Chihuahua,Jun-02,Black,Bronx
Gordie,Male,Chihuahua,Jul-02,Brown,Bronx
Jake,Male,Chihuahua,Jul-02,Tan,Staten Island
Peewee,Male,Chihuahua,Jul-02,Tan,Manhattan
Princess,Female,Chihuahua,Jul-02,Brown,Bronx
Blackie,Male,Chihuahua,Aug-02,Black,Bronx
Jackson,Male,Chihuahua,Aug-02,Tan,Manhattan
Rudy,Male,Chihuahua,Aug-02,Brown,Bronx
Ruthie,Female,Chihuahua,Aug-02,Black,Manhattan
Stella,Female,Chihuahua,Aug-02,Tan,Manhattan
Cutie,Female,Chihuahua,Sep-02,Black,Staten Island
Lucero,Female,Chihuahua,Sep-02,Black,Bronx
N/A,Male,Chihuahua,Sep-02,Black,Staten Island
Oreo,Male,Chihuahua,Sep-02,Black,Queens
Sala,Female,Chihuahua,Sep-02,Black,Bronx
Brownie,Male,Chihuahua,Oct-02,Brown,Manhattan
Chulo,Male,Chihuahua,Oct-02,White,Bronx
Rocky,Male,Chihuahua,Oct-02,Brown,Bronx
Sabina,Female,Chihuahua,Oct-02,White,Bronx
Willow,Male,Chihuahua,Oct-02,White,Bronx
Woofy,Male,Chihuahua,Oct-02,Black,Brooklyn
Bonny,Female,Chihuahua,Nov-02,Brown,Manhattan
Flica,Female,Chihuahua,Nov-02,Black,Brooklyn
Ida,Female,Chihuahua,Nov-02,Black,Manhattan
Jack,Male,Chihuahua,Nov-02,Black,Manhattan
Leila,Female,Chihuahua,Nov-02,Brown,Manhattan
Rambo,Male,Chihuahua,Nov-02,Black,Brooklyn
Rocco,Male,Chihuahua,Nov-02,Fawn,Manhattan
Taffy,Male,Chihuahua,Nov-02,Brown,Manhattan
Bella,Female,Chihuahua,Dec-02,White,Queens
Cha-Cha,Female,Chihuahua,Dec-02,Tan,Brooklyn
Chica,Female,Chihuahua,Dec-02,Tan,Queens
Nena,Female,Chihuahua,Dec-02,Black,Manhattan
Pumpkin,Female,Chihuahua,Dec-02,White,Staten Island
Sam,Male,Chihuahua,Dec-02,Black,Manhattan
Stitch,Male,Chihuahua,Dec-02,Brown,Bronx
Ace,Male,Chihuahua,Jan-03,Black,Brooklyn
Adobe,Male,Chihuahua,Jan-03,Tan,Brooklyn
Angel,Female,Chihuahua,Jan-03,White,Brooklyn
Attila,Male,Chihuahua,Jan-03,Black,Manhattan
Baby,Male,Chihuahua,Jan-03,Brown,Brooklyn
Bambi,Female,Chihuahua,Jan-03,Tan,Staten Island
Bandit,Male,Chihuahua,Jan-03,Tan,Bronx
Banditt,Male,Chihuahua,Jan-03,Tan,Brooklyn
Bella,Female,Chihuahua,Jan-03,White,Brooklyn
Bella,Female,Chihuahua,Jan-03,Tan,Brooklyn
Belle,Female,Chihuahua,Jan-03,Tan,Queens
Benjie,Male,Chihuahua,Jan-03,Black,Brooklyn
Biscuit,Female,Chihuahua,Jan-03,Tan,Brooklyn
Blacky,Male,Chihuahua,Jan-03,Black,Manhattan
Britney,Female,Chihuahua,Jan-03,Tan,Bronx
Brucie,Male,Chihuahua,Jan-03,Black,Queens
Bruno,Male,Chihuahua,Jan-03,Tan,Bronx
Buju,Male,Chihuahua,Jan-03,Blond,Brooklyn
Buster,Male,Chihuahua,Jan-03,Brown,Manhattan
Cali,Female,Chihuahua,Jan-03,White,Staten Island
Canela,Female,Chihuahua,Jan-03,Blond,Bronx
Casper,Male,Chihuahua,Jan-03,White,Manhattan
Champ,Male,Chihuahua,Jan-03,Black,Brooklyn
Charlie,Male,Chihuahua,Jan-03,Brown,Brooklyn
Chi,Male,Chihuahua,Jan-03,White,Brooklyn
Chi,Female,Chihuahua,Jan-03,Brown,Queens
Chica,Female,Chihuahua,Jan-03,Tan,Staten Island
Chi-Chi,Female,Chihuahua,Jan-03,Blond,Manhattan
Chi-Chi,Female,Chihuahua,Jan-03,Tan,Bronx
Chico,Male,Chihuahua,Jan-03,Tan,Brooklyn
Chico,Male,Chihuahua,Jan-03,Tan,Manhattan
Chiguitica,Female,Chihuahua,Jan-03,Brown,Brooklyn
Chiquita,Female,Chihuahua,Jan-03,Blond,Manhattan
Coco,Female,Chihuahua,Jan-03,Black,Staten Island
Cocoa,Female,Chihuahua,Jan-03,Brown,Queens
Cocochanel,Female,Chihuahua,Jan-03,White,Staten Island
Cookie,Female,Chihuahua,Jan-03,Black,Queens
Corcky,Male,Chihuahua,Jan-03,Black,Brooklyn
Courtney,Female,Chihuahua,Jan-03,Brown,Brooklyn
Daisy,Female,Chihuahua,Jan-03,Tan,Brooklyn
Diamond,Male,Chihuahua,Jan-03,Black,Brooklyn
Diego,Male,Chihuahua,Jan-03,Black,Manhattan
Dogby,Female,Chihuahua,Jan-03,Tan,Queens
Dutches,Female,Chihuahua,Jan-03,Brindle,Bronx
Dutchess,Female,Chihuahua,Jan-03,White,Manhattan
Emma,Female,Chihuahua,Jan-03,Tan,Staten Island
Fatima,Female,Chihuahua,Jan-03,White,Brooklyn
Ferris,Male,Chihuahua,Jan-03,Tan,Manhattan
Filo,Male,Chihuahua,Jan-03,Blond,Manhattan
Frida,Female,Chihuahua,Jan-03,White,Manhattan
Gigi,Female,Chihuahua,Jan-03,Tan,Queens
Gizmo,Male,Chihuahua,Jan-03,Tan,Brooklyn
Gizzie,Male,Chihuahua,Jan-03,White,Queens
Harley,Male,Chihuahua,Jan-03,Brown,Brooklyn
Hercules,Male,Chihuahua,Jan-03,Brown,Brooklyn
Jaquita,Female,Chihuahua,Jan-03,Tan,Staten Island
Johnny,Male,Chihuahua,Jan-03,Black,Manhattan
Johnny,Male,Chihuahua,Jan-03,Black,Manhattan
Jull,Female,Chihuahua,Jan-03,Blond,Queens
King,Male,Chihuahua,Jan-03,Tan,Bronx
Kiwi,Female,Chihuahua,Jan-03,Tan,Queens
Kuba,Male,Chihuahua,Jan-03,Tan,Queens
Lola,Female,Chihuahua,Jan-03,Black,Manhattan
Lola,Female,Chihuahua,Jan-03,Black,Manhattan
Lottie,Female,Chihuahua,Jan-03,Brown,Manhattan
Lucky,Male,Chihuahua,Jan-03,Tan,Bronx
Lucky,Male,Chihuahua,Jan-03,Tan,Bronx
Lucky,Male,Chihuahua,Jan-03,Black,Staten Island
Lulu,Female,Chihuahua,Jan-03,White,Queens
Lumy,Female,Chihuahua,Jan-03,Brown,Bronx
Luna,Female,Chihuahua,Jan-03,Black,Brooklyn
Max,Male,Chihuahua,Jan-03,Tan,Queens
Max,Male,Chihuahua,Jan-03,Black,Bronx
Mazzy,Female,Chihuahua,Jan-03,Black,Brooklyn
Mephisto,Male,Chihuahua,Jan-03,Black,Brooklyn
Michael,Male,Chihuahua,Jan-03,White,Manhattan
Mickey,Male,Chihuahua,Jan-03,Tan,Manhattan
Miller,Male,Chihuahua,Jan-03,Brown,Bronx
Mimi,Female,Chihuahua,Jan-03,Blond,Queens
Missy,Female,Chihuahua,Jan-03,White,Staten Island
Moose,Male,Chihuahua,Jan-03,Tan,Brooklyn
Muffin,Female,Chihuahua,Jan-03,Brown,Bronx
Muffin,Female,Chihuahua,Jan-03,Black,Brooklyn
N/A,Male,Chihuahua,Jan-03,White,Brooklyn
Nemo,Male,Chihuahua,Jan-03,Tan,Manhattan
Nena,Female,Chihuahua,Jan-03,Blond,Manhattan
Nicki,Female,Chihuahua,Jan-03,Black,Queens
Nimo,Male,Chihuahua,Jan-03,Tan,Manhattan
Nina,Female,Chihuahua,Jan-03,Brown,Manhattan
Ninio,Male,Chihuahua,Jan-03,Tan,Queens
Otie,Male,Chihuahua,Jan-03,Black,Manhattan
Pj,Female,Chihuahua,Jan-03,Tan,Brooklyn
Page,Female,Chihuahua,Jan-03,Brown,Manhattan
Paris,Female,Chihuahua,Jan-03,Rust,Brooklyn
Patches,Male,Chihuahua,Jan-03,White,Queens
Pebbles,Male,Chihuahua,Jan-03,White,Brooklyn
Penny,Female,Chihuahua,Jan-03,Brown,Manhattan
Pepe,Male,Chihuahua,Jan-03,Brown,Staten Island
Pepper,Female,Chihuahua,Jan-03,Black,Manhattan
Petie,Male,Chihuahua,Jan-03,White,Bronx
Pookeeta,Female,Chihuahua,Jan-03,Black,Manhattan
Precious,Female,Chihuahua,Jan-03,White,Staten Island
Precious,Female,Chihuahua,Jan-03,White,Manhattan
Princess,Female,Chihuahua,Jan-03,Tan,Bronx
Princess,Female,Chihuahua,Jan-03,Black,Bronx
Princess,Female,Chihuahua,Jan-03,White,Manhattan
Ricky,Male,Chihuahua,Jan-03,Black,Manhattan
Ringo,Male,Chihuahua,Jan-03,Tan,Brooklyn
Rocco,Male,Chihuahua,Jan-03,White,Manhattan
Romeo,Male,Chihuahua,Jan-03,Black,Staten Island
Romeo,Male,Chihuahua,Jan-03,White,Manhattan
Roxanne,Female,Chihuahua,Jan-03,Brown,Brooklyn
Rubio,Male,Chihuahua,Jan-03,Tan,Brooklyn
Rusty,Male,Chihuahua,Jan-03,Tan,Staten Island
Sabu,Male,Chihuahua,Jan-03,Black,Manhattan
Sadarra,Female,Chihuahua,Jan-03,Brown,Manhattan
Sally,Female,Chihuahua,Jan-03,Black,Queens
Sam,Male,Chihuahua,Jan-03,Blond,Manhattan
Sammie,Male,Chihuahua,Jan-03,Tan,Queens
Sasha,Female,Chihuahua,Jan-03,Brown,Staten Island
Sassy,Female,Chihuahua,Jan-03,Black,Bronx
Scrappy,Male,Chihuahua,Jan-03,Fawn,Staten Island
Sherlock,Male,Chihuahua,Jan-03,Black,Manhattan
Sissi,Female,Chihuahua,Jan-03,Brown,Manhattan
Spanky,Male,Chihuahua,Jan-03,Tan,Brooklyn
Speedy,Male,Chihuahua,Jan-03,Tan,Manhattan
Spike,Male,Chihuahua,Jan-03,Blond,Staten Island
Sugare,Female,Chihuahua,Jan-03,Black,Queens
Sushi,Female,Chihuahua,Jan-03,Tan,Manhattan
Taco,Male,Chihuahua,Jan-03,Brown,Brooklyn
Teddi,Male,Chihuahua,Jan-03,Tan,Bronx
Tinkerbell,Female,Chihuahua,Jan-03,Brown,Bronx
Tiny,Male,Chihuahua,Jan-03,Brown,Queens
Tiny,Male,Chihuahua,Jan-03,Brown,Manhattan
Tito,Male,Chihuahua,Jan-03,Tan,Bronx
Tootsie,Female,Chihuahua,Jan-03,Brown,Bronx
Vida,Female,Chihuahua,Jan-03,Brown,Manhattan
Whiry,Male,Chihuahua,Jan-03,White,Brooklyn
Yasha,Male,Chihuahua,Jan-03,Brown,Brooklyn
Zoe,Female,Chihuahua,Jan-03,Rust,Manhattan
Zoey,Female,Chihuahua,Jan-03,Brown,Staten Island
Alma,Female,Chihuahua,Feb-03,Brown,Bronx
Brownie,Male,Chihuahua,Feb-03,Brown,Manhattan
Sabio,Male,Chihuahua,Feb-03,Brown,Queens
Beulah,Female,Chihuahua,Mar-03,White,Brooklyn
Binka,Male,Chihuahua,Mar-03,Tan,Manhattan
Chico,Male,Chihuahua,Mar-03,Black,Staten Island
Daisy,Female,Chihuahua,Mar-03,Black,Manhattan
Donatella,Female,Chihuahua,Mar-03,Black,Manhattan
Giuseppe,Male,Chihuahua,Mar-03,Brown,Bronx
Jimmy,Male,Chihuahua,Mar-03,Red,Queens
Leah,Female,Chihuahua,Mar-03,Black,Bronx
Ruby,Female,Chihuahua,Mar-03,Rust,Manhattan
Sparky,Male,Chihuahua,Mar-03,Apricot,Manhattan
Babylon,Male,Chihuahua,Apr-03,Black,Bronx
Brownie,Female,Chihuahua,Apr-03,White,Brooklyn
Cassidy,Female,Chihuahua,Apr-03,Tan,Brooklyn
Lillibelle,Female,Chihuahua,Apr-03,White,Queens
Luigi,Male,Chihuahua,Apr-03,White,Bronx
Lula,Female,Chihuahua,Apr-03,Black,Bronx
Squeaky,Male,Chihuahua,Apr-03,Fawn,Brooklyn
Baby,Male,Chihuahua,May-03,Black,Queens
Ceaser,Male,Chihuahua,May-03,Tan,Manhattan
Chico,Male,Chihuahua,May-03,Black,Manhattan
Kelly,Female,Chihuahua,May-03,Black,Manhattan
Ortiz,Male,Chihuahua,May-03,White,Brooklyn
Streak,Male,Chihuahua,May-03,Tan,Manhattan
Chiquita,Female,Chihuahua,Jun-03,White,Brooklyn
Deedee,Female,Chihuahua,Jun-03,Fawn,Staten Island
Frankie,Male,Chihuahua,Jun-03,Brown,Staten Island
Jack,Male,Chihuahua,Jun-03,Brindle,Queens
Minnie,Female,Chihuahua,Jun-03,White,Queens
Nino,Male,Chihuahua,Jun-03,Tan,Manhattan
Papi,Male,Chihuahua,Jun-03,Black,Manhattan
Pepe,Male,Chihuahua,Jun-03,Brown,Staten Island
Precious,Female,Chihuahua,Jun-03,Black,Bronx
Boobie,Female,Chihuahua,Jul-03,Tan,Brooklyn
Cabo,Male,Chihuahua,Jul-03,Black,Manhattan
Chi,Female,Chihuahua,Jul-03,Tan,Manhattan
Diezel,Male,Chihuahua,Jul-03,Brown,Queens
Lucky,Female,Chihuahua,Jul-03,Black,Brooklyn
Lucky,Male,Chihuahua,Jul-03,Orange,Brooklyn
N/A,Male,Chihuahua,Jul-03,Black,Queens
Pillar,Female,Chihuahua,Jul-03,Fawn,Manhattan
Sweet,Female,Chihuahua,Jul-03,Fawn,Manhattan
Gizmo,Male,Chihuahua,Aug-03,White,Bronx
Nena,Female,Chihuahua,Aug-03,Tan,Bronx
Pancha,Female,Chihuahua,Aug-03,Brown,Manhattan
Rita,Female,Chihuahua,Aug-03,White,Bronx
Ruby,Female,Chihuahua,Aug-03,Tan,Bronx
Stardivina,Female,Chihuahua,Aug-03,Tan,Queens
Amigo,Male,Chihuahua,Sep-03,Brown,Manhattan
Jamie,Female,Chihuahua,Sep-03,White,Brooklyn
Mattingly,Male,Chihuahua,Sep-03,Black,Staten Island
Pauly,Male,Chihuahua,Sep-03,White,Manhattan
Peanut,Male,Chihuahua,Sep-03,Blond,Queens
Pebbles,Female,Chihuahua,Sep-03,White,Queens
Pony,Male,Chihuahua,Sep-03,White,Brooklyn
Reggie,Male,Chihuahua,Sep-03,Black,Manhattan
Yogi,Male,Chihuahua,Sep-03,Black,Bronx
Easy,Male,Chihuahua,Oct-03,Tan,Staten Island
Lola,Female,Chihuahua,Oct-03,White,Manhattan
Tiger,Male,Chihuahua,Oct-03,Cream,Brooklyn
Trixie,Female,Chihuahua,Oct-03,White,Manhattan
Bogart,Male,Chihuahua,Nov-03,Rust,Queens
Pinky,Female,Chihuahua,Nov-03,Tan,Brooklyn
Rambo,Male,Chihuahua,Nov-03,Brown,Brooklyn
Tito,Male,Chihuahua,Nov-03,Tan,Manhattan
Bijou,Female,Chihuahua,Dec-03,Blond,Manhattan
Hektor,Male,Chihuahua,Dec-03,Black,Brooklyn
Minnie,Female,Chihuahua,Dec-03,Tan,Staten Island
Abigail,Female,Chihuahua,Jan-04,Brown,Manhattan
Ai,Female,Chihuahua,Jan-04,Black,Manhattan
Angel,Female,Chihuahua,Jan-04,Blond,Queens
Annie,Female,Chihuahua,Jan-04,Tan,Staten Island
Attila,Male,Chihuahua,Jan-04,Blond,Queens
Audrey,Female,Chihuahua,Jan-04,Tan,Bronx
Baby,Male,Chihuahua,Jan-04,Brown,Queens
Bailey,Male,Chihuahua,Jan-04,Tan,Queens
Bailey,Male,Chihuahua,Jan-04,Black,Staten Island
Bambina,Female,Chihuahua,Jan-04,Brown,Queens
Betty,Female,Chihuahua,Jan-04,White,Manhattan
Bibi,Female,Chihuahua,Jan-04,White,Manhattan
Blanquita,Female,Chihuahua,Jan-04,Tan,Manhattan
Brandi,Female,Chihuahua,Jan-04,Black,Queens
Browne,Male,Chihuahua,Jan-04,Brown,Bronx
Bruiser,Male,Chihuahua,Jan-04,Tan,Staten Island
Buddy,Male,Chihuahua,Jan-04,Tan,Manhattan
Buddy,Male,Chihuahua,Jan-04,Tan,Staten Island
Buster,Male,Chihuahua,Jan-04,Black,Staten Island
Caramel,Female,Chihuahua,Jan-04,Tan,Queens
Carmen,Female,Chihuahua,Jan-04,Black,Staten Island
Casper,Male,Chihuahua,Jan-04,Blond,Bronx
Cha-Cha,Female,Chihuahua,Jan-04,Tan,Brooklyn
Chanel,Female,Chihuahua,Jan-04,Blue,Staten Island
Charlie,Male,Chihuahua,Jan-04,Black,Staten Island
Charo,Female,Chihuahua,Jan-04,Tan,Manhattan
Chatta,Female,Chihuahua,Jan-04,Tan,Queens
Cheto,Male,Chihuahua,Jan-04,Blond,Bronx
Cheyanne,Female,Chihuahua,Jan-04,Tan,Manhattan
Chi,Female,Chihuahua,Jan-04,Tan,Manhattan
Chico,Male,Chihuahua,Jan-04,Tan,Queens
Chimichang,Male,Chihuahua,Jan-04,Rust,Manhattan
Chiquilta,Female,Chihuahua,Jan-04,Tan,Bronx
Chispi,Female,Chihuahua,Jan-04,White,Manhattan
Chocolate,Male,Chihuahua,Jan-04,Brown,Queens
Cookie,Female,Chihuahua,Jan-04,Black,Queens
Cookie,Female,Chihuahua,Jan-04,Brown,Manhattan
Cougie,Male,Chihuahua,Jan-04,Tan,Brooklyn
Cuja,Female,Chihuahua,Jan-04,Black,Queens
Daisy,Female,Chihuahua,Jan-04,Black,Brooklyn
Dakota,Male,Chihuahua,Jan-04,Black,Manhattan
Demi,Female,Chihuahua,Jan-04,Brown,Staten Island
Dewey,Male,Chihuahua,Jan-04,Tan,Manhattan
Diamond,Male,Chihuahua,Jan-04,Tan,Bronx
Diego,Male,Chihuahua,Jan-04,White,Brooklyn
Dino,Male,Chihuahua,Jan-04,White,Brooklyn
Dj,Male,Chihuahua,Jan-04,Tan,Queens
Duke,Male,Chihuahua,Jan-04,Brown,Manhattan
Ebony,Female,Chihuahua,Jan-04,Black,Brooklyn
Emilio,Male,Chihuahua,Jan-04,Blue,Manhattan
Feebi,Female,Chihuahua,Jan-04,Brown,Manhattan
Franky,Male,Chihuahua,Jan-04,White,Brooklyn
Gg,Female,Chihuahua,Jan-04,Tan,Staten Island
Giggles,Female,Chihuahua,Jan-04,Black,Queens
Gizmo,Male,Chihuahua,Jan-04,Blond,Queens
Hershey,Female,Chihuahua,Jan-04,White,Queens
Hillie,Female,Chihuahua,Jan-04,Brown,Manhattan
Igby,Male,Chihuahua,Jan-04,Tan,Queens
Janet,Female,Chihuahua,Jan-04,Brown,Brooklyn
Jasmine,Female,Chihuahua,Jan-04,Black,Brooklyn
Joe,Male,Chihuahua,Jan-04,Tan,Manhattan
Joey,Male,Chihuahua,Jan-04,White,Brooklyn
Joey,Male,Chihuahua,Jan-04,Black,Manhattan
Juni,Male,Chihuahua,Jan-04,Brown,Bronx
Katie,Female,Chihuahua,Jan-04,Black,Staten Island
Keina,Female,Chihuahua,Jan-04,Tan,Brooklyn
Kelly,Female,Chihuahua,Jan-04,Blond,Manhattan
Kenny,Male,Chihuahua,Jan-04,White,Brooklyn
Kokola,Female,Chihuahua,Jan-04,Tan,Queens
Lana,Female,Chihuahua,Jan-04,White,Queens
Leo,Male,Chihuahua,Jan-04,Brindle,Staten Island
Lucky,Male,Chihuahua,Jan-04,Black,Manhattan
Lucy,Female,Chihuahua,Jan-04,White,Manhattan
Luigi,Male,Chihuahua,Jan-04,Brown,Brooklyn
Luna,Female,Chihuahua,Jan-04,Tan,Manhattan
Maria,Female,Chihuahua,Jan-04,White,Manhattan
Marvin,Male,Chihuahua,Jan-04,White,Staten Island
Matsen,Male,Chihuahua,Jan-04,Tan,Manhattan
Maximilian,Male,Chihuahua,Jan-04,Tan,Manhattan
Maxwell,Male,Chihuahua,Jan-04,Black,Staten Island
Mia,Female,Chihuahua,Jan-04,Tan,Queens
Mimi,Female,Chihuahua,Jan-04,Black,Brooklyn
Minnie,Female,Chihuahua,Jan-04,White,Manhattan
Mischa,Female,Chihuahua,Jan-04,Brindle,Manhattan
Misty,Female,Chihuahua,Jan-04,White,Bronx
Mitzi,Female,Chihuahua,Jan-04,Tan,Brooklyn
Molly,Female,Chihuahua,Jan-04,Gray,Brooklyn
Mork,Male,Chihuahua,Jan-04,Tan,Manhattan
Myla,Female,Chihuahua,Jan-04,Black,Bronx
Myshkin,Male,Chihuahua,Jan-04,Tan,Brooklyn
Mystic,Male,Chihuahua,Jan-04,Tan,Bronx
N/A,Male,Chihuahua,Jan-04,Tan,Staten Island
Negrita,Female,Chihuahua,Jan-04,Black,Bronx
Neko,Male,Chihuahua,Jan-04,Black,Staten Island
Nina,Female,Chihuahua,Jan-04,Tan,Manhattan
Nono,Male,Chihuahua,Jan-04,Tan,Manhattan
Nuala,Female,Chihuahua,Jan-04,Tan,Brooklyn
Oscar,Male,Chihuahua,Jan-04,Tan,Manhattan
Panchito,Male,Chihuahua,Jan-04,Tan,Brooklyn
Peanut,Female,Chihuahua,Jan-04,Brown,Queens
Peanut,Male,Chihuahua,Jan-04,Brown,Manhattan
Pedro,Male,Chihuahua,Jan-04,Tan,Manhattan
Peggy,Female,Chihuahua,Jan-04,Blond,Bronx
Pepe,Male,Chihuahua,Jan-04,Brown,Queens
Petie,Male,Chihuahua,Jan-04,Black,Brooklyn
Phoebe,Female,Chihuahua,Jan-04,Cream,Brooklyn
Pocket,Female,Chihuahua,Jan-04,White,Manhattan
Princess,Female,Chihuahua,Jan-04,Blond,Manhattan
Princess,Female,Chihuahua,Jan-04,Brown,Queens
Princess,Female,Chihuahua,Jan-04,Tan,Brooklyn
Princess,Female,Chihuahua,Jan-04,Black,Staten Island
Puck,Male,Chihuahua,Jan-04,Brown,Brooklyn
Pupita,Female,Chihuahua,Jan-04,Black,Manhattan
Raif,Male,Chihuahua,Jan-04,Blue,Brooklyn
Reeses,Male,Chihuahua,Jan-04,Black,Staten Island
Rico,Male,Chihuahua,Jan-04,White,Queens
Rocky,Male,Chihuahua,Jan-04,N/A,Queens
Rockyacost,Male,Chihuahua,Jan-04,Tan,Manhattan
Roserita,Female,Chihuahua,Jan-04,White,Manhattan
Ruby,Female,Chihuahua,Jan-04,Tan,Bronx
Ruby,Female,Chihuahua,Jan-04,Brown,Staten Island
Rusty,Male,Chihuahua,Jan-04,Tan,Bronx
Ryan,Female,Chihuahua,Jan-04,Tan,Manhattan
Samson,Male,Chihuahua,Jan-04,Black,Bronx
Scarsdale,Male,Chihuahua,Jan-04,Brown,Brooklyn
Scooby,Male,Chihuahua,Jan-04,Tan,Brooklyn
Shadow,Female,Chihuahua,Jan-04,Black,Bronx
Sheshe,Female,Chihuahua,Jan-04,Tan,Brooklyn
Shiloh,Male,Chihuahua,Jan-04,Rust,Bronx
Shorty,Male,Chihuahua,Jan-04,Tan,Staten Island
Skip,Male,Chihuahua,Jan-04,Black,Bronx
Skippy,Male,Chihuahua,Jan-04,Brown,Staten Island
Sleepy,Male,Chihuahua,Jan-04,Black,Bronx
Slim,Female,Chihuahua,Jan-04,Black,Bronx
Sueki,Female,Chihuahua,Jan-04,Tan,Manhattan
Suki,Female,Chihuahua,Jan-04,Brown,Manhattan
Sydney,Female,Chihuahua,Jan-04,Blue,Brooklyn
Taco,Male,Chihuahua,Jan-04,White,Queens
Talula,Female,Chihuahua,Jan-04,Tan,Manhattan
Tiffany,Female,Chihuahua,Jan-04,Tan,Manhattan
